0,ʕ,b,d,,,,,,,,,,,,,,,,,,,,
1,f,q,d,,,,,,,,,,,,,,,,,,,,
2,q,ʕ,,,,,,,,,,,,,,,,,,,,,
265,sˤ,r,f,,,,,,,,,,,,,,,,,,,,
266,k,l,aː,b,,,,,,,,,,,,,,,,,,,
267,t,aː,m,,,,,,,,,,,,,,,,,,,,
268,ʕ,aː,l,,,,,,,,,,,,,,,,,,,,
269,b,b,tˤ,ء,,,,,,,,,,,,,,,,,,,
270,ħ,r,q,,,,,,,,,,,,,,,,,,,,
271,a,ʕ,t,r,f,,,,,,,,,,,,,,,,,,
272,m,ħ,aː,f,ðˤ,,,,,,,,,,,,,,,,,,
273,x,z,aː,n,,,,,,,,,,,,,,,,,,,
274,ʃ,r,b,,,,,,,,,,,,,,,,,,,,
275,a,l,dˤ,r,b,,,,,,,,,,,,,,,,,,
276,a,ٔ,s,uː,ʔ,a,,,,,,,,,,,,,,,,,
277,a,x,t,l,f,,,,,,,,,,,,,,,,,,
278,h,d,m,,,,,,,,,,,,,,,,,,,,
279,a,l,m,t,k,r,r,ة,,,,,,,,,,,,,,,
280,f,q,r,,,,,,,,,,,,,,,,,,,,
281,m,n,f,ð,,,,,,,,,,,,,,,,,,,
282,ʕ,q,uː,b,ة,,,,,,,,,,,,,,,,,,
283,ħ,d,d,,,,,,,,,,,,,,,,,,,,
284,a,l,f,q,iː,r,ة,,,,,,,,,,,,,,,,
285,a,t,h,m,,,,,,,,,,,,,,,,,,,
286,n,z,aː,ʕ,,,,,,,,,,,,,,,,,,,
287,iː,f,q,d,,,,,,,,,,,,,,,,,,,
288,θ,q,b,,,,,,,,,,,,,,,,,,,,
289,a,l,ðˤ,l,m,,,,,,,,,,,,,,,,,,
290,a,l,m,s,t,ħ,iː,l,,,,,,,,,,,,,,,
291,a,l,ʕ,d͡ʒ,z,,,,,,,,,,,,,,,,,,
292,a,l,aː,ʕ,t,d,aː,ء,,,,,,,,,,,,,,,
293,h,b,uː,tˤ,,,,,,,,,,,,,,,,,,,
294,m,ʕ,d,,,,,,,,,,,,,,,,,,,,
295,d͡ʒ,d,l,,,,,,,,,,,,,,,,,,,,
296,a,l,sˤ,r,aː,ʕ,aː,t,,,,,,,,,,,,,,,
297,t,d,h,uː,r,,,,,,,,,,,,,,,,,,
298,m,aː,n,ʕ,,,,,,,,,,,,,,,,,,,
299,ʕ,s,iː,r,,,,,,,,,,,,,,,,,,,
300,k,aː,r,θ,ة,,,,,,,,,,,,,,,,,,
301,t,ʔ,a,x,r,,,,,,,,,,,,,,,,,,
302,a,n,t,ʃ,aː,r,aː,,,,,,,,,,,,,,,,
303,x,r,iː,f,,,,,,,,,,,,,,,,,,,
304,a,ٓ,l,aː,m,,,,,,,,,,,,,,,,,,
305,d͡ʒ,b,r,,,,,,,,,,,,,,,,,,,,
306,a,l,d,iː,uː,n,,,,,,,,,,,,,,,,,
307,s,aː,k,n,,,,,,,,,,,,,,,,,,,
308,m,l,ħ,,,,,,,,,,,,,,,,,,,,
309,m,d͡ʒ,h,uː,l,,,,,,,,,,,,,,,,,,
310,m,h,aː,d͡ʒ,m,ة,,,,,,,,,,,,,,,,,
311,t,d,m,r,,,,,,,,,,,,,,,,,,,
312,a,l,k,uː,aː,r,θ,,,,,,,,,,,,,,,,
313,θ,ʕ,l,b,ة,,,,,,,,,,,,,,,,,,
314,b,r,iː,,,,,,,,,,,,,,,,,,,,
315,ʕ,r,q,iː,ة,,,,,,,,,,,,,,,,,,
316,a,l,aː,n,t,q,aː,d,aː,t,,,,,,,,,,,,,
317,a,l,sˤ,d,m,ة,,,,,,,,,,,,,,,,,
318,a,l,t,r,aː,d͡ʒ,ʕ,,,,,,,,,,,,,,,,
319,ʕ,d͡ʒ,z,,,,,,,,,,,,,,,,,,,,
320,a,l,dˤ,ʕ,iː,f,ة,,,,,,,,,,,,,,,,
321,q,m,ʕ,,,,,,,,,,,,,,,,,,,,
322,ʕ,iː,uː,b,,,,,,,,,,,,,,,,,,,
323,t,h,d,iː,d,,,,,,,,,,,,,,,,,,
324,a,l,x,n,aː,z,iː,r,,,,,,,,,,,,,,,
325,f,a,l,s,e,,,,,,,,,,,,,,,,,,
326,a,l,q,aː,t,l,,,,,,,,,,,,,,,,,
327,ɣ,aː,m,dˤ,ة,,,,,,,,,,,,,,,,,,
328,t,ħ,d,,,,,,,,,,,,,,,,,,,,
329,m,ʕ,aː,n,aː,ة,,,,,,,,,,,,,,,,,
330,d,m,r,,,,,,,,,,,,,,,,,,,,
331,t,n,aː,f,s,,,,,,,,,,,,,,,,,,
332,t,f,t,q,r,,,,,,,,,,,,,,,,,,
333,a,l,ʕ,iː,uː,b,,,,,,,,,,,,,,,,,
334,a,l,ʔ,aː,f,aː,t,,,,,,,,,,,,,,,,
335,a,n,x,f,dˤ,,,,,,,,,,,,,,,,,,
336,t,ħ,l,l,,,,,,,,,,,,,,,,,,,
337,n,f,iː,,,,,,,,,,,,,,,,,,,,
338,s,r,q,ة,,,,,,,,,,,,,,,,,,,
339,t,r,f,dˤ,,,,,,,,,,,,,,,,,,,
340,x,l,ʕ,,,,,,,,,,,,,,,,,,,,
341,ʕ,d,uː,ى,,,,,,,,,,,,,,,,,,,
342,n,aː,d,r,aː,,,,,,,,,,,,,,,,,,
343,m,d͡ʒ,z,r,ة,,,,,,,,,,,,,,,,,,
344,ħ,ʃ,d,,,,,,,,,,,,,,,,,,,,
345,a,l,ħ,z,n,,,,,,,,,,,,,,,,,,
346,b,aː,l,,,,,,,,,,,,,,,,,,,,
347,a,ʕ,t,r,aː,f,,,,,,,,,,,,,,,,,
348,f,r,,,,,,,,,,,,,,,,,,,,,
349,m,x,aː,l,f,ة,,,,,,,,,,,,,,,,,
350,ɣ,z,aː,,,,,,,,,,,,,,,,,,,,
351,ʕ,aː,r,dˤ,,,,,,,,,,,,,,,,,,,
352,a,l,r,q,iː,q,,,,,,,,,,,,,,,,,
353,m,b,aː,l,ɣ,,,,,,,,,,,,,,,,,,
354,t,l,f,,,,,,,,,,,,,,,,,,,,
355,ʕ,d,uː,,,,,,,,,,,,,,,,,,,,
356,a,d,ʕ,ى,,,,,,,,,,,,,,,,,,,
357,a,ٔ,dˤ,r,aː,r,,,,,,,,,,,,,,,,,
358,tˤ,aː,l,b,aː,n,,,,,,,,,,,,,,,,,
359,b,q,ʕ,ة,,,,,,,,,,,,,,,,,,,
360,t,s,r,b,,,,,,,,,,,,,,,,,,,
361,m,ð,b,ħ,ة,,,,,,,,,,,,,,,,,,
362,a,l,t,h,d,iː,d,,,,,,,,,,,,,,,,
363,f,r,aː,ɣ,,,,,,,,,,,,,,,,,,,
364,m,ɣ,aː,r,ة,,,,,,,,,,,,,,,,,,
365,m,sˤ,aː,b,,,,,,,,,,,,,,,,,,,
366,x,iː,aː,l,,,,,,,,,,,,,,,,,,,
367,h,uː,l,,,,,,,,,,,,,,,,,,,,
368,a,l,sˤ,ʕ,uː,b,aː,t,,,,,,,,,,,,,,,
369,a,l,ħ,iː,r,ة,,,,,,,,,,,,,,,,,
370,d͡ʒ,θ,ة,,,,,,,,,,,,,,,,,,,,
371,l,l,ʔ,a,s,f,,,,,,,,,,,,,,,,,
372,a,n,t,q,d,,,,,,,,,,,,,,,,,,
373,h,d͡ʒ,r,,,,,,,,,,,,,,,,,,,,
374,t,uː,sˤ,f,,,,,,,,,,,,,,,,,,,
375,k,θ,iː,f,,,,,,,,,,,,,,,,,,,
376,ʕ,z,l,ة,,,,,,,,,,,,,,,,,,,
377,a,ٔ,s,uː,aː,n,,,,,,,,,,,,,,,,,
378,a,l,ʔ,a,dˤ,r,aː,r,,,,,,,,,,,,,,,
379,r,ʃ,ħ,,,,,,,,,,,,,,,,,,,,
380,a,s,t,q,aː,l,ة,,,,,,,,,,,,,,,,
381,a,l,s,aː,k,n,ة,,,,,,,,,,,,,,,,
382,a,l,ʕ,n,sˤ,r,iː,ة,,,,,,,,,,,,,,,
383,ħ,sˤ,r,,,,,,,,,,,,,,,,,,,,
384,t,n,aː,z,l,,,,,,,,,,,,,,,,,,
385,a,l,n,aː,q,d,,,,,,,,,,,,,,,,,
386,a,l,ħ,m,ى,,,,,,,,,,,,,,,,,,
387,t,f,k,k,,,,,,,,,,,,,,,,,,,
388,dˤ,r,r,,,,,,,,,,,,,,,,,,,,
389,m,dˤ,r,,,,,,,,,,,,,,,,,,,,
390,k,h,f,,,,,,,,,,,,,,,,,,,,
391,t,d͡ʒ,aː,h,l,,,,,,,,,,,,,,,,,,
392,a,l,r,f,dˤ,,,,,,,,,,,,,,,,,,
393,k,iː,s,,,,,,,,,,,,,,,,,,,,
394,tˤ,uː,aː,b,q,,,,,,,,,,,,,,,,,,
395,ʕ,d,iː,m,,,,,,,,,,,,,,,,,,,
396,a,l,ʕ,ʃ,uː,aː,iː,ٔ,iː,ة,,,,,,,,,,,,,
397,a,l,aː,n,h,iː,aː,r,,,,,,,,,,,,,,,
398,n,aː,q,ʃ,,,,,,,,,,,,,,,,,,,
399,m,t,ʔ,a,x,r,,,,,,,,,,,,,,,,,
400,m,aː,s,ة,,,,,,,,,,,,,,,,,,,
401,a,s,t,θ,n,aː,ء,,,,,,,,,,,,,,,,
402,sˤ,d,m,ة,,,,,,,,,,,,,,,,,,,
403,d͡ʒ,r,ħ,,,,,,,,,,,,,,,,,,,,
404,a,q,t,ħ,aː,m,,,,,,,,,,,,,,,,,
405,a,ʕ,t,r,aː,dˤ,,,,,,,,,,,,,,,,,
406,a,ħ,t,r,aː,q,,,,,,,,,,,,,,,,,
407,t,ʔ,a,x,iː,r,,,,,,,,,,,,,,,,,
408,s,l,b,iː,,,,,,,,,,,,,,,,,,,
409,t,ʕ,aː,r,dˤ,,,,,,,,,,,,,,,,,,
410,q,b,dˤ,ة,,,,,,,,,,,,,,,,,,,
411,m,uː,ٔ,aː,m,r,ة,,,,,,,,,,,,,,,,
412,t,x,r,iː,b,,,,,,,,,,,,,,,,,,
413,a,l,m,sˤ,aː,r,f,,,,,,,,,,,,,,,,
414,d͡ʒ,uː,f,,,,,,,,,,,,,,,,,,,,
415,ʕ,n,iː,f,,,,,,,,,,,,,,,,,,,
416,z,ʕ,m,,,,,,,,,,,,,,,,,,,,
417,a,s,t,ʃ,h,aː,d,,,,,,,,,,,,,,,,
